,year_month,variable,value
206,2021-06-01,count_drivers,7027.0
207,2021-09-01,count_drivers,8467.0
208,2021-07-01,count_drivers,7298.0
209,2022-03-01,avg_distance,3.382482
210,2021-11-01,avg_distance,3.350761
211,2021-10-01,avg_distance,3.263692
212,2022-04-01,avg_distance,3.514204
213,2022-01-01,avg_distance,3.153964
214,2021-08-01,avg_distance,3.487993
215,2022-02-01,avg_distance,3.130428
216,2021-12-01,avg_distance,3.440214
217,2021-06-01,avg_distance,3.165186
218,2021-09-01,avg_distance,3.410074
219,2021-07-01,avg_distance,3.372266
220,2022-03-01,driver_pay,15.639126000000001
221,2021-11-01,driver_pay,15.891558999999999
222,2021-10-01,driver_pay,15.599147
223,2022-04-01,driver_pay,16.160998
224,2022-01-01,driver_pay,14.515737
225,2021-08-01,driver_pay,15.648396
226,2022-02-01,driver_pay,14.855141
227,2021-12-01,driver_pay,16.058624
228,2021-06-01,driver_pay,15.036459
229,2021-09-01,driver_pay,15.934396
230,2021-07-01,driver_pay,15.391964999999999
231,2022-03-01,total_driver_pay,53365821.32
232,2021-11-01,total_driver_pay,51927569.55
233,2021-10-01,total_driver_pay,50758894.599999994
234,2022-04-01,total_driver_pay,54708935.26
235,2022-01-01,total_driver_pay,33370061.240000002
236,2021-08-01,total_driver_pay,40930985.99
237,2022-02-01,total_driver_pay,41512257.18
238,2021-12-01,total_driver_pay,48499761.66
239,2021-06-01,total_driver_pay,39908430.49
240,2021-09-01,total_driver_pay,44105856.230000004
241,2021-07-01,total_driver_pay,40691591.07
242,2022-03-01,pay_per_driver,5516.98762741652
243,2021-11-01,pay_per_driver,5460.88648122831
244,2021-10-01,pay_per_driver,5549.2395976823
245,2022-04-01,pay_per_driver,5640.096418556701
246,2022-01-01,pay_per_driver,3739.3614119229046
247,2021-08-01,pay_per_driver,5523.749796221323
248,2022-02-01,pay_per_driver,4550.7846064459545
249,2021-12-01,pay_per_driver,5068.955022993311
250,2021-06-01,pay_per_driver,5679.298490109578
251,2021-09-01,pay_per_driver,5209.148013464037
252,2021-07-01,pay_per_driver,5575.71815154837
253,2022-03-01,tips_per_driver,980.1569451049313
254,2021-11-01,tips_per_driver,934.9965443264276
255,2021-10-01,tips_per_driver,943.3459429321089
256,2022-04-01,tips_per_driver,988.8724422680411
257,2022-01-01,tips_per_driver,650.1700437023756
258,2021-08-01,tips_per_driver,884.8509892037787
259,2022-02-01,tips_per_driver,807.3668011401008
260,2021-12-01,tips_per_driver,858.0666628344482
261,2021-06-01,tips_per_driver,925.0158332147431
262,2021-09-01,tips_per_driver,857.5022936104878
263,2021-07-01,tips_per_driver,898.4819306659358
264,2022-03-01,extra_per_driver,385.14920913884004
265,2021-11-01,extra_per_driver,381.5437837837838
266,2021-10-01,extra_per_driver,394.9527101782005
267,2022-04-01,extra_per_driver,374.29886597938145
268,2022-01-01,extra_per_driver,277.03613626176605
269,2021-08-01,extra_per_driver,385.4049932523617
270,2022-02-01,extra_per_driver,331.4209361982021
271,2021-12-01,extra_per_driver,352.98930706521736
272,2021-06-01,extra_per_driver,419.69877757222145
273,2021-09-01,extra_per_driver,360.20202669186256
274,2021-07-01,extra_per_driver,397.79549602630857
