,year_month,id,count,industry
212,2017-01-01,999,102375.0,fhv_lux_limo
213,2016-12-01,999,377745.0,fhv_black_car
214,2016-12-01,999,2613531.0,fhv_livery
215,2016-12-01,999,83871.0,fhv_lux_limo
216,2016-11-01,999,380103.0,fhv_black_car
217,2016-11-01,999,2421510.0,fhv_livery
218,2016-11-01,999,75436.0,fhv_lux_limo
219,2016-10-01,999,400950.0,fhv_black_car
220,2016-10-01,999,2521567.0,fhv_livery
221,2016-10-01,999,102228.0,fhv_lux_limo
222,2016-09-01,999,424502.0,fhv_black_car
223,2016-09-01,999,2462669.0,fhv_livery
224,2016-09-01,999,96019.0,fhv_lux_limo
225,2016-08-01,999,382691.0,fhv_black_car
226,2016-08-01,999,2581800.0,fhv_livery
227,2016-08-01,999,93276.0,fhv_lux_limo
228,2016-07-01,999,390276.0,fhv_black_car
229,2016-07-01,999,2657849.0,fhv_livery
230,2016-07-01,999,95498.0,fhv_lux_limo
231,2016-06-01,999,461278.0,fhv_black_car
232,2016-06-01,999,2890127.0,fhv_livery
233,2016-06-01,999,150216.0,fhv_lux_limo
234,2016-05-01,999,455886.0,fhv_black_car
235,2016-05-01,999,3102200.0,fhv_livery
236,2016-05-01,999,154768.0,fhv_lux_limo
237,2016-04-01,999,436075.0,fhv_black_car
238,2016-04-01,999,3036093.0,fhv_livery
239,2016-04-01,999,151606.0,fhv_lux_limo
240,2016-03-01,999,438292.0,fhv_black_car
241,2016-03-01,999,2966929.0,fhv_livery
242,2016-03-01,999,137200.0,fhv_lux_limo
243,2016-02-01,999,575775.0,fhv_black_car
244,2016-02-01,999,2868024.0,fhv_livery
245,2016-02-01,999,127764.0,fhv_lux_limo
246,2016-01-01,999,444939.0,fhv_black_car
247,2016-01-01,999,2779509.0,fhv_livery
248,2016-01-01,999,115375.0,fhv_lux_limo
249,2015-12-01,999,476709.0,fhv_black_car
250,2015-12-01,999,3011162.0,fhv_livery
251,2015-12-01,999,168566.0,fhv_lux_limo
252,2015-11-01,999,452072.0,fhv_black_car
253,2015-11-01,999,2803542.0,fhv_livery
254,2015-11-01,999,167495.0,fhv_lux_limo
255,2015-10-01,999,519463.0,fhv_black_car
256,2015-10-01,999,2835520.0,fhv_livery
257,2015-10-01,999,172178.0,fhv_lux_limo
258,2015-09-01,999,308793.0,fhv_black_car
259,2015-09-01,999,1822926.0,fhv_livery
260,2015-09-01,999,122092.0,fhv_lux_limo
261,2015-08-01,999,247629.0,fhv_black_car
262,2015-08-01,999,1067963.0,fhv_livery
263,2015-08-01,999,107762.0,fhv_lux_limo
264,2015-07-01,999,234797.0,fhv_black_car
265,2015-07-01,999,574332.0,fhv_livery
266,2015-07-01,999,97414.0,fhv_lux_limo
267,2015-06-01,999,278287.0,fhv_black_car
268,2015-06-01,999,768802.0,fhv_livery
269,2015-06-01,999,109672.0,fhv_lux_limo
270,2015-05-01,999,238116.0,fhv_black_car
271,2015-05-01,999,965821.0,fhv_livery
272,2015-05-01,999,110992.0,fhv_lux_limo
273,2015-04-01,999,301810.0,fhv_black_car
274,2015-04-01,999,1008586.0,fhv_livery
275,2015-04-01,999,89197.0,fhv_lux_limo
276,2015-03-01,999,165501.0,fhv_black_car
277,2015-03-01,999,775779.0,fhv_livery
278,2015-03-01,999,44617.0,fhv_lux_limo
279,2015-02-01,999,173973.0,fhv_black_car
280,2015-02-01,999,651005.0,fhv_livery
281,2015-02-01,999,49900.0,fhv_lux_limo
282,2015-01-01,999,166153.0,fhv_black_car
283,2015-01-01,999,642944.0,fhv_livery
284,2015-01-01,999,40614.0,fhv_lux_limo
285,2022-11-01,999,403058.0,fhv
286,2022-10-01,999,1174988.0,fhv
287,2022-09-01,999,1222857.0,fhv
288,2022-08-01,999,1155914.0,fhv
289,2022-07-01,999,1163701.0,fhv
290,2022-06-01,999,1212941.0,fhv
291,2022-05-01,999,1266518.0,fhv
292,2022-04-01,999,1344041.0,fhv
293,2022-03-01,999,1416566.0,fhv
294,2022-02-01,999,1276270.0,fhv
295,2022-01-01,999,1149456.0,fhv
296,2021-12-01,999,1344672.0,fhv
297,2021-11-01,999,1216783.0,fhv
298,2021-10-01,999,1263942.0,fhv
299,2021-09-01,999,1162295.0,fhv
300,2021-08-01,999,1271472.0,fhv
301,2021-07-01,999,1312376.0,fhv
302,2021-06-01,999,1377737.0,fhv
303,2021-05-01,999,1332828.0,fhv
304,2021-04-01,999,1332569.0,fhv
305,2021-03-01,999,1370538.0,fhv
306,2021-02-01,999,1083697.0,fhv
307,2021-01-01,999,1203968.0,fhv
308,2020-12-01,999,1217563.0,fhv
309,2020-11-01,999,1257367.0,fhv
310,2020-10-01,999,1311263.0,fhv
311,2020-09-01,999,1334788.0,fhv
312,2020-08-01,999,1243602.0,fhv
313,2020-07-01,999,1185187.0,fhv
314,2020-06-01,999,1059741.0,fhv
315,2020-05-01,999,809420.0,fhv
316,2020-04-01,999,587105.0,fhv
317,2020-03-01,999,1510487.0,fhv
318,2020-02-01,999,2005732.0,fhv
319,2020-01-01,999,2129996.0,fhv
320,2019-12-01,999,1996385.0,fhv
321,2019-11-01,999,1866101.0,fhv
322,2019-10-01,999,1888991.0,fhv
323,2019-09-01,999,1137188.0,fhv
324,2019-08-01,999,1870904.0,fhv
325,2019-07-01,999,1943235.0,fhv
326,2019-06-01,999,2009828.0,fhv
327,2019-05-01,999,2072994.0,fhv
328,2019-04-01,999,1937625.0,fhv
329,2019-03-01,999,1475554.0,fhv
330,2019-02-01,999,1707594.0,fhv
331,2019-01-01,999,1964207.0,fhv
332,2018-12-01,999,2167237.0,fhv
333,2018-11-01,999,2152462.0,fhv
334,2018-10-01,999,2196993.0,fhv
335,2018-09-01,999,2167143.0,fhv
336,2018-08-01,999,2207032.0,fhv
337,2018-07-01,999,2028879.0,fhv
338,2018-06-01,999,2354930.0,fhv
339,2018-05-01,999,2325384.0,fhv
340,2018-04-01,999,2486634.0,fhv
341,2018-03-01,999,2617948.0,fhv
342,2018-02-01,999,2438277.0,fhv
343,2018-01-01,999,2596693.0,fhv
344,2017-12-01,999,2821274.0,fhv
345,2017-11-01,999,2533896.0,fhv
346,2017-10-01,999,2636458.0,fhv
347,2017-09-01,999,2568738.0,fhv
348,2017-08-01,999,2583181.0,fhv
349,2017-07-01,999,2605549.0,fhv
350,2017-06-01,999,2754100.0,fhv
351,2017-05-01,999,3011462.0,fhv
352,2017-04-01,999,2947380.0,fhv
353,2017-03-01,999,3212009.0,fhv
354,2017-02-01,999,2765530.0,fhv
355,2017-01-01,999,2963382.0,fhv
356,2016-12-01,999,3075147.0,fhv
357,2016-11-01,999,2877049.0,fhv
358,2016-10-01,999,3024745.0,fhv
359,2016-09-01,999,2983190.0,fhv
360,2016-08-01,999,3057767.0,fhv
361,2016-07-01,999,3143623.0,fhv
362,2016-06-01,999,3501621.0,fhv
363,2016-05-01,999,3712854.0,fhv
364,2016-04-01,999,3623774.0,fhv
365,2016-03-01,999,3542421.0,fhv
366,2016-02-01,999,3571563.0,fhv
367,2016-01-01,999,3339823.0,fhv
368,2015-12-01,999,3656437.0,fhv
369,2015-11-01,999,3423109.0,fhv
370,2015-10-01,999,3527161.0,fhv
371,2015-09-01,999,2253811.0,fhv
372,2015-08-01,999,1423354.0,fhv
373,2015-07-01,999,906543.0,fhv
374,2015-06-01,999,1156761.0,fhv
375,2015-05-01,999,1314929.0,fhv
376,2015-04-01,999,1399593.0,fhv
377,2015-03-01,999,985897.0,fhv
378,2015-02-01,999,874878.0,fhv
379,2015-01-01,999,849711.0,fhv
